species	superkingdom	phylum	class	order	family
2511231025	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae
2511231026	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2511231027	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2511231028	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2511231035	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae
2511231046	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae
2511231047	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2511231048	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
2511231053	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae
2511231054	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae
2511231064	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2511231068	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae
2511231079	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2511231080	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2511231081	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2511231086	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2511231093	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae
2511231094	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
2511231113	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2511231117	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae
2511231121	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2511231141	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
2511231144	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2511231156	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2511231180	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2511231181	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2511231187	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
2511231195	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2511231200	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2511231221	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
2512047001	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae
2512047002	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae
2512047003	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae
2512047004	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae
2512047006	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2512047018	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2512047027	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae
2512047033	Bacteria	Acidobacteria	Blastocatellia	NA	NA
2512047034	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA
2512047035	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae
2512047037	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2512047039	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae
2512047040	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
2512047051	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2512047056	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2512047058	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
2512047061	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae
2512047069	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae
2512047078	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2512047082	Bacteria	Cyanobacteria	NA	Nostocales	Chlorogloeopsidaceae
2512047086	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2512047087	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2512564006	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2512564009	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2512564010	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2512564011	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2512564013	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2512564014	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2512564032	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae
2512564039	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2512564042	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
2512564055	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae
2512564069	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
2512564078	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae
2512564091	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
2512875012	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2512875013	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae
2512875014	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
2512875029	Bacteria	Cyanobacteria	NA	Oscillatoriales	Microcoleaceae
2513020036	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae
2513020047	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae
2513020048	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae
2513020051	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2513020052	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2513237078	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2513237088	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2513237093	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2513237104	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2513237111	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2513237112	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2513237113	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae
2513237118	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae
2513237120	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae
2513237132	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae
2513237134	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2513237137	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2513237142	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2513237144	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2513237152	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
2513237155	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA
2513237163	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2513237165	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2513237166	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2513237176	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2513237177	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae
2513237178	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2513237181	Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae
2513237182	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2513237186	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2513237195	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae
2513237196	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae
2513237216	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2513237218	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae
2513237264	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2513237278	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2513237279	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
2513237284	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
2513237290	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2513237292	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2513237293	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae
2513237294	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2513237295	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
2513237320	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
2513237326	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
2513237327	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
2513237335	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
2513237337	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2513237340	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2513237353	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2513237365	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
2513237378	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
2513237387	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2513237397	Bacteria	Cyanobacteria	NA	Synechococcales	Acaryochloridaceae
2513237398	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae
2514752000	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2514752031	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2514885000	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2514885009	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
2514885032	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae
2514885038	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	NA
2514885039	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	NA
2514885041	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
2514885042	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2515075000	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2515075002	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA
2515075008	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae
2515154007	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
2515154008	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2515154011	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154015	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2515154016	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154017	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154030	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae
2515154032	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2515154041	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Candidatus Methanoperedenaceae
2515154052	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae
2515154053	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
2515154070	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae
2515154072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
2515154073	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae
2515154076	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae
2515154077	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
2515154078	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae
2515154079	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae
2515154080	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
2515154088	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154091	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae
2515154099	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2515154102	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2515154119	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Fastidiosibacteraceae
2515154121	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2515154125	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154126	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154127	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154129	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154133	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
2515154135	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154137	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154140	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
2515154141	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
2515154142	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2515154143	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2515154144	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae
2515154145	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
2515154146	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
2515154151	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
2515154152	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae
2515154155	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
2515154157	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
2515154161	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae
2515154167	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
2515154172	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
2515154174	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
2515154175	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae
2515154187	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154190	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2515154193	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154197	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2515154199	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
2515154202	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154203	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2515154209	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
2515154212	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae
2516143004	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae
2516143008	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2516143012	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae
2516143018	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2516143028	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
2516143042	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
2516143043	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
2516143077	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
2516143104	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae
2516143106	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae
2516143107	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae
2516143111	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
2516143113	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae
2516143126	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae
2516493006	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2516493007	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
2516493010	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae
2516493019	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2516493021	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales Family X. Incertae Sedis
2516493023	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae
2516493024	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae
2516493026	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae
2516493030	Bacteria	Proteobacteria	Epsilonproteobacteria	NA	NA
2516493031	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae
2516493037	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae
2516653000	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae
2516653006	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2516653009	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2516653011	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2516653012	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2516653013	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2516653015	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2516653016	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2516653017	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2516653024	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2516653028	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
2516653029	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2516653033	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2516653034	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2516653037	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
2516653039	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae
2516653040	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae
2516653041	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
2516653045	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae
2516653049	Bacteria	Actinobacteria	Actinobacteria	Sporichthyales	Sporichthyaceae
2516653050	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae
2516653056	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2516653057	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2516653058	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae
2516653063	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae
2516653072	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae
2516653073	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae
2516653075	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae
2516653076	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae
2516653079	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae
2516653080	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae
2516653086	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2516653088	Archaea	Euryarchaeota	NA	NA	NA
2517093004	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae
2517093007	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae
