microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_kegg_score	microtrait_hmm-dbxref_kegg_fscore	microtrait_hmm-dbxref_kegg_tpr	microtrait_hmm-dbxref_kegg_tnr	microtrait_hmm-dbxref_kegg_fpr	microtrait_hmm-dbxref_kegg_fnr	microtrait_hmm-dbxref_kegg_accuracy
K03762	446.2	0.898044	0.824598	1.000	3.53e-06	0.175402	0.999944
K03781	17.2	0.999532	0.999766	1	3.78e-07	0.000234	0.999999
K03782	110.7	1.000000	1.000000	1	0.00e+00	0.000000	1.000000
K03788	101.3	1.00e+00	1.0000	1	0.00e+00	0.00000	1.00e+00
K03797	103.4	0.994734	0.991560	1.000	1.26e-06	0.008440	0.999994
K03798	637.4	0.983343	0.973433	1.000	4.41e-06	0.026567	0.999977
K03799	110.3	0.988754	0.980555	1	1.26e-06	0.019445	0.99999
K03818	148.3	0.991968	0.98603	1.000	1.26e-07	0.01397	1.00e+00
K03819	162.4	9.98e-01	1.00000	1.000	1.26e-07	0.00000	1.00e+00
K03821	89.2	0.992672	0.987108	1	3.78e-07	0.01289	0.999997
K03834	354.5	0.947315	0.925075	1	3.53e-06	0.074925	0.999987
K03835	530.0	0.978723	0.95833	1	0.00e+00	0.04167	1.00e+00
K03836	648.5	9.95e-01	0.989	1	0.00e+00	0.0106	1.00e+00
K03837	523.0	0.955791	0.915326	1	0.00e+00	0.084674	0.999987
K03838	738.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K03841	51.2	0.990909	1.00000	1	4.53e-06	0.00000	0.999995
K03887	290.4	9.85e-01	0.96996	1	0.00e+00	0.03004	1.00e+00
K03890	172.0	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K03891	455.0	0.988550	0.97736	1	0.00e+00	0.02264	1.00e+00
K03893	80.6	0.996615	0.995267	1	3.78e-07	0.00473	0.999999
K03924	104.2	0.997672	0.995698	1.000	2.52e-07	0.004302	0.999997
K03969	36.3	0.982274	1.000000	1	8.18e-06	0.000000	0.999992
K03970	33.0	0.998361	0.99836	1	1.26e-07	0.00164	1.00e+00
K03971	50.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K03973	50.6	1.000000	1.0000	1	0.00e+00	0.00000	1.00e+00
K04025	220.8	9.95e-01	0.989	1	0.00e+00	0.01093	1.0e+00
K04026	257.1	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K04027	121.5	8.95e-01	0.98457	1	8.81e-06	0.01543	1.00e+00
K04028	52.6	0.92759	0.99789	1	9.19e-06	0.00211	1.00e+00
K04031	87.7	1.000000	1.00000	1	0.00e+00	0.00000	1.0e+00
K04034	295.3	1.00000	1.00000	1.000	0.00e+00	0.00000	1.00000
K04035	318.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K04036	173.6	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K04037	399.8	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K04040	257.6	9.84e-01	0.96903	1.000	0.00e+00	0.03097	1.00e+00
K04041	252.2	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K04043	710.8	0.976996	0.955027	1.000	0.00e+00	0.044973	0.999971
K04072	623.8	0.979905	0.960602	1.000	0.00e+00	0.039398	0.999993
K04076	549.0	0.959385	0.92194	1.000	0.00e+00	0.07806	1.00e+00
K04077	197.1	0.998560	0.997123	1	0.00e+00	0.002877	1.0000
K04078	27.3	0.999900	0.999800	1	0.00e+00	0.000200	1.00000
K04086	1141.8	0.993056	0.98621	1.000	0.00e+00	0.01379	1.00e+00
K04087	183.4	0.999009	0.99851	1	1.26e-07	0.00149	0.999999
K04088	129.2	0.998450	0.998450	1	3.78e-07	0.001550	0.999999
K04480	631.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K04561	106.3	0.998841	0.99769	1	0.00e+00	0.00231	1.000000
K04564	43.5	0.999239	0.998858	1	2.52e-07	0.001142	0.999999
K04691	439.2	0.779035	0.81750	1.000	2.83e-05	0.18250	0.999953
K04744	82.2	0.996402	0.994732	1	5.04e-07	0.005268	0.999998
K04754	49.6	1.000000	1.00000	1	0.00e+00	0.00000	1.000000
K04761	258.1	0.991110	0.983586	1.000	3.78e-07	0.016414	0.999995
K04770	429.9	0.996212	0.99245	1.000	0.00e+00	0.00755	1.00e+00
K04771	353.0	0.827888	0.901521	1.000	1.35e-04	0.098479	0.999817
K04772	510.7	0.72446	0.88302	1.000	5.55e-05	0.11698	0.9999
K04773	188.9	0.990622	0.987639	1.000	2.52e-06	0.012361	0.999993
K04774	261.9	0.997356	0.99473	1.000	0.00e+00	0.00527	0.999999
K04775	99.3	0.99749	0.99499	1.000	0.00e+00	0.00501	1.00e+00
K05020	645.0	0.923445	0.88128	1	2.27e-06	0.11872	1.00e+00
K05284	26.3	5.00e-01	1	1	2.52e-07	0	1.00e+00
K05299	980.6	6.94e-01	0.5319	1.000	0.00e+00	0.4681	1.00e+00
K05301	789.0	3.33e-01	0.2	1	0.00e+00	0.8	1.00e+00
K05340	260.8	0.924231	0.86517	1	6.30e-07	0.13483	1.00e+00
K05343	459.6	0.969644	0.94511	1.000	6.30e-07	0.054889	0.999991
K05376	253.0	1.00e+00	1.00	1	0.00e+00	0.00	1.0e+00
K05377	229.0	9.83e-01	0.9661	1	0.00e+00	0.0339	1.00e+00
K05378	337.2	4.56e-01	0.7069	1	1.02e-05	0.2931	1.0e+00
K05379	524.8	5.56e-01	0.40	1	1.26e-07	0.60	1.00e+00
K05380	327.6	3.25e-01	0.9286	1	6.67e-06	0.0714	1.00e+00
K05381	126.4	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K05382	153.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05383	61.8	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05384	331.4	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05385	223.5	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05386	208.3	9.74e-01	0.9487	1	0.00e+00	0.0513	1.00e+00
K05517	99.3	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K05520	140.7	0.983178	0.973419	1.000	2.52e-06	0.02658	0.999988
K05523	90.6	9.98e-01	0.9967	1	0.00e+00	0.00326	1.00e+00
K05559	1114.2	0.991119	0.98239	1.000	0.00e+00	0.01761	1.00e+00
K05560	145.2	0.997361	0.99474	1	0.00e+00	0.00526	1.00e+00
K05561	519.8	0.999110	0.99822	1.000	0.00e+00	0.00178	1.00e+00
K05562	151.4	0.996503	0.99303	1	0.00e+00	0.00697	1.00e+00
K05563	97.6	0.991197	0.98255	1	0.00e+00	0.01745	1.00e+00
K05564	109.6	0.994728	0.98951	1	0.00e+00	0.01049	1.0e+00
K05565	861.8	0.836601	0.761150	1.000	7.43e-06	0.238850	0.999962
K05566	30.9	0.703858	0.993300	1	1.25e-04	0.006700	0.99987
K05567	51.9	0.835853	0.988708	1	7.57e-05	0.01129	0.999922
K05568	380.4	0.810811	0.773346	1.000	3.48e-05	0.226654	0.999907
K05569	18.7	0.831806	0.983429	1	7.53e-05	0.01657	0.999921
K05570	23.3	0.842220	0.999351	1	7.25e-05	0.000649	0.999927
K05571	28.0	0.845677	0.999363	1	7.20e-05	0.000637	0.999928
K05572	609.1	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05573	548.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K05574	172.0	9.90e-01	0.98	1	0.00e+00	0.02	1.00e+00
K05575	551.2	9.86e-01	0.97158	1.000	0.00e+00	0.02842	1.00e+00
K05576	127.4	7.58e-01	0.73034	1.000	4.41e-06	0.26966	1.00e+00
K05577	406.1	0.854328	0.9060	1.000	1.81e-05	0.09403	1.00e+00
K05578	244.7	9.66e-01	0.94286	1	1.26e-07	0.05714	1.00e+00
K05579	744.3	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K05580	137.4	9.80e-01	0.96774	1.000	1.26e-07	0.03226	1.00e+00
K05581	248.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05582	384.9	9.91e-01	0.98165	1.000	0.00e+00	0.01835	1.00e+00
K05583	56.8	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05584	173.8	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05585	181.9	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05586	217.3	9.85e-01	0.9710	1.000	0.00e+00	0.0290	1.00e+00
K05587	821.6	9.64e-01	0.9429	1.000	1.26e-07	0.0571	1.00e+00
K05588	362.8	9.93e-01	0.9859	1.000	0.00e+00	0.0141	1.00e+00
K05592	540.7	0.953557	0.925007	1.000	6.67e-06	0.074993	0.999960
K05595	50.8	1.000000	1.000000	1	0.00e+00	0.000000	1.000000
K05606	120.2	0.945767	0.91265	1.000	2.90e-06	0.087349	0.999982
K05685	437.1	0.985831	0.972881	1.000	1.26e-07	0.02712	0.999996
K05772	69.3	1.000000	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K05773	146.1	0.999078	0.99816	1.000	0.00e+00	0.00184	1.00e+00
K05776	276.0	0.990431	0.98728	1.000	5.04e-07	0.01272	1.00e+00
K05777	416.9	9.73e-01	0.95304	1	2.52e-07	0.04696	1.00e+00
K05778	313.2	9.96e-01	0.99138	1.000	0.00e+00	0.00862	1.00e+00
K05779	261.1	9.73e-01	0.95493	1.000	3.78e-07	0.04507	1.00e+00
K05782	52.1	1.000000	1.000000	1	0.00e+00	0.000000	1.000000
K05813	314.8	0.965559	0.936121	1.000	6.30e-07	0.063879	0.999986
K05814	307.6	0.909652	0.924765	1.000	2.18e-05	0.075235	0.999963
K05815	303.7	0.910105	0.853538	1.000	4.53e-06	0.146462	0.999966
K05816	507.3	0.678864	0.536530	1.000	7.30e-06	0.463470	0.999916
K05819	365.6	0.994746	0.99301	1.000	1.26e-07	0.00699	1.000000
K05820	163.5	0.996001	0.993474	1.000	2.52e-07	0.006526	0.999999
K05823	379.5	0.974253	0.95171	1.000	1.26e-07	0.04829	1.00e+00
K05832	84.0	0.998829	0.99844	1.000	1.26e-07	0.00156	1.000000
K05833	266.4	0.971586	0.946195	1.000	2.52e-07	0.053805	0.999991
K05834	139.6	0.99868	0.99735	1	0.00e+00	0.00265	1.00e+00
K05835	177.8	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.000000
K05845	79.1	0.994855	0.991667	1.000	7.56e-07	0.00833	0.999996
K05846	167.7	0.971446	0.958773	1.000	9.57e-06	0.041227	0.999964
K05847	354.2	0.925702	0.896077	1.000	1.46e-05	0.103923	0.999947
K05922	786.6	9.97e-01	0.99497	1	0.00e+00	0.00503	1.0e+00
K05942	324.1	9.90e-01	0.98990	1.000	2.52e-07	0.01010	1.00e+00
K05947	395.5	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K05973	39.2	0.99479	0.99110	1	1.26e-07	0.00890	1.00e+00
K05994	160.7	9.92e-01	0.98913	1	1.26e-07	0.01087	1.00e+00
K05995	89.4	0.99033	0.98184	1	1.26e-07	0.01816	0.999998
K05996	130.4	9.89e-01	0.9891	1	1.26e-07	0.0109	1.00e+00
K05998	762.3	9.64e-01	0.93056	1	0.00e+00	0.0694	1.00e+00
K05999	770.3	8.91e-01	0.8448	1	3.78e-07	0.1552	1.0e+00
K06006	61.2	0.993210	0.9865	1	0.00e+00	0.01349	1.00e+00
K06011	939.1	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K06012	156.4	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K06073	364.2	0.988318	0.97917	1.000	1.26e-07	0.02083	1.00e+00
K06074	249.9	0.979911	0.9843	1.000	1.39e-06	0.01570	1.00e+00
K06076	48.6	0.999750	0.999499	1	0.00e+00	0.000501	1.000000
K06120	1102.8	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K06121	335.5	9.55e-01	0.9130	1	0.00e+00	0.0870	1.00e+00
K06122	236.7	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K06155	633.8	0.890625	0.826	1	1.51e-06	0.17391	1.00e+00
K06156	529.2	9.95e-01	0.99464	1	2.52e-07	0.00536	1.0e+00
K06157	737.6	0.995475	0.991	1	0.00e+00	0.00901	1.0e+00
K06159	574.5	0.974170	0.9565	1.000	3.78e-07	0.04348	1.00e+00
K06160	567.0	0.887515	0.83488	1.000	2.52e-06	0.16512	1.00e+00
K06161	1087.5	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K06212	340.0	0.954186	0.91239	1	0.00e+00	0.08761	1.00e+00
K06213	96.1	0.998611	0.998149	1.000	3.78e-07	0.001851	0.999999
K06216	299.1	9.96e-01	0.99145	1	0.00e+00	0.00855	1.00e+00
K06218	38.9	0.978535	0.971583	1	2.64e-06	0.02842	0.999992
K06336	55.8	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K06383	91.4	1.00e+00	1.0000	1	0.00e+00	0.00000	1.00e+00
K06399	123.9	9.97e-01	0.99483	1.000	0.00e+00	0.00517	1.00e+00
K06402	92.9	1.00e+00	1.0000	1.000	0.00e+00	0.00000	1.00e+00
K06443	137.4	0.983173	1.00000	1.000	1.76e-06	0.0000	1.00e+00
K06610	278.3	9.96e-01	0.9912	1.000	0.00e+00	0.00881	1.00e+00
K06857	245.4	0.044644	0.58238	0.998	1.61e-03	0.41762	9.98e-01
K06858	302.6	0.860283	0.90579	1.000	1.52e-05	0.09421	1.00e+00
K06859	69.2	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K06861	318.0	0.98680	0.98187	1.000	2.77e-06	0.01813	0.99999
K06894	92.8	1.000000	1.000000	1	0.00e+00	0.000000	1.000000
K06895	90.2	0.983308	0.967577	1	1.26e-07	0.032423	0.999990
K06901	71.7	0.984486	0.970211	1	5.04e-07	0.0298	0.999980
K06972	364.2	0.997921	0.99585	1	0.00e+00	0.00415	1.00e+00
K06974	59.5	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K06994	317.1	0.913309	0.950042	1.000	5.82e-05	0.049958	0.999920
K07010	84.5	0.951374	0.98901	1.000	2.58e-05	0.010989	0.999971
K07026	102.4	0.97643	1.0000	1.000	2.64e-06	0.0000	1.00e+00
K07034	36.0	0.999493	0.99899	1	0.00e+00	0.00101	1.000000
K07084	78.3	1.000000	1.00000	1	0.00e+00	0.00000	1.000000
K07088	75.7	0.86711	0.991795	1.000	1.82e-04	0.008205	0.999813
K07091	192.6	0.922414	0.895397	1	1.52e-05	0.104603	0.999950
K07122	59.2	0.968484	0.94357	1	7.56e-07	0.05643	0.999991
K07171	21.8	0.949893	0.98919	1	3.16e-05	0.01081	0.999965
K07172	50.9	0.813701	0.86501	1	1.85e-05	0.13499	1.00e+00
K07177	102.4	1.000000	1.000000	1.000	0.00e+00	0.000000	1.000000
K07221	68.1	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K07224	53.4	0.980186	1.00000	1	4.28e-06	0.00000	0.999996
K07230	30.6	1.00000	1.00000	1	0.00e+00	0.00000	1.00e+00
K07235	61.3	0.990370	0.99188	1	1.38e-06	0.00812	0.999998
K07236	53.9	0.981502	0.97514	1	1.38e-06	0.02486	0.999996
K07237	34.9	0.994226	0.9897	1	1.26e-07	0.01034	1.00000
K07240	27.1	0.999726	0.999452	1	0.00e+00	0.000548	1.00000
K07241	27.6	0.99945	1.00000	1	1.26e-07	0.00000	1.000000
K07258	218.5	0.903559	0.965936	1.000	1.20e-04	0.034064	0.999857
K07259	81.4	0.998960	0.999168	1.000	3.78e-07	0.000832	0.999999
K07260	53.4	0.972112	0.995918	1	8.19e-06	0.00408	0.999991
K07261	41.4	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K07262	207.3	0.997761	0.996422	1.000	1.26e-07	0.003578	0.999999
K07263	215.8	0.957767	0.927568	1	3.27e-06	0.07243	0.999971
K07267	109.0	0.988299	0.97861	1	2.52e-07	0.021390	0.999997
K07284	71.3	0.994759	0.990982	1	3.78e-07	0.009018	0.999997
K07300	99.9	0.998542	0.997089	1	0.00e+00	0.002911	0.999999
K07301	109.9	0.961234	0.926104	1	2.52e-07	0.073896	0.999977
K07306	587.6	0.790123	0.9697	1.000	4.23e-05	0.03030	1.00e+00
K07307	177.8	0.947309	0.98701	1.000	1.03e-05	0.01299	0.999988
K07308	115.3	0.862090	0.99571	1	2.77e-05	0.00429	1.00e+00
K07323	31.9	0.99973	1.000000	1	1.26e-07	0.000000	1.00000
K07386	74.1	0.985165	1.000000	1	6.80e-06	0.000000	0.999993
K07387	124.4	0.999328	0.99866	1.000	0.00e+00	0.00134	1.00e+00
K07404	100.0	0.998102	0.996967	1	1.26e-07	0.003033	0.999999
K07518	297.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K07552	292.7	0.951098	0.932651	1.000	1.51e-05	0.067349	0.999949
K07637	245.1	0.99860	0.99720	1.000	0.00e+00	0.00280	1.00000
K07640	388.9	0.979558	0.95994	1.000	0.00e+00	0.04006	1.00e+00
K07642	361.0	0.959569	0.93316	1.000	1.13e-06	0.06684	0.999992
K07648	556.9	0.995409	0.99086	1.000	0.00e+00	0.00914	1.00e+00
K07651	537.2	0.988764	0.98020	1.000	1.26e-07	0.01980	1.00e+00
K07655	440.3	9.92e-01	0.9923	1.000	1.26e-07	0.00769	1.00e+00
K07660	297.5	0.949728	0.9078	1.000	3.78e-07	0.09221	1.00e+00
K07662	292.6	0.922759	0.89558	1.000	4.28e-06	0.10442	0.999986
K07664	277.1	0.98966	0.97953	1.000	0.00e+00	0.02047	1.00e+00
K07671	343.9	0.953069	0.92308	1.000	2.52e-07	0.07692	0.999998
K07682	204.5	1.00e+00	1.000	1.000	0.00e+00	0.0000	1.00e+00
K07683	236.9	9.71e-01	0.951	1.000	1.26e-07	0.04930	1.00e+00
K07693	215.4	0.969697	0.96552	1.000	3.02e-06	0.03448	0.999993
K07695	235.4	9.68e-01	0.9684	1.000	3.78e-07	0.0316	0.999999
K07751	362.7	0.997523	0.99506	1.000	0.00e+00	0.00494	1.00e+00
K07773	281.7	0.991438	0.98302	1.000	0.00e+00	0.01698	1.00e+00
K07775	309.6	0.968714	0.94144	1.000	1.26e-07	0.05856	1.00e+00
K07778	180.9	0.992103	0.98529	1.000	1.26e-07	0.01471	0.999998
K07783	465.9	0.983544	0.96762	1.000	0.00e+00	0.03238	0.999997
K07787	1155.4	0.979132	0.959117	1.000	0.00e+00	0.040883	0.999994
K07788	1501.3	0.989572	0.97936	1.000	0.00e+00	0.02064	0.999997
K07789	1467.0	0.910053	0.84562	1.000	1.64e-06	0.154376	0.999979
K07791	575.2	0.916816	0.84828	1	2.52e-07	0.15172	0.999982
K07792	587.2	0.955764	0.9165	1	1.26e-07	0.08355	1.0e+00
K07793	81.4	0.999698	1.00000	1	1.26e-07	0.00000	1.000000
K07794	54.9	0.997812	0.99912	1	5.04e-07	0.000876	0.999999
K07795	69.7	1.000000	1.0000	1	0.00e+00	0.000000	1.000000
K07796	608.4	9.95e-01	0.9898	1.000	0.00e+00	0.0102	1.00e+00
K07811	1240.3	9.75e-01	0.95122	1.000	0.00e+00	0.04878	1.00e+00
K07812	1182.8	0.792929	0.66667	1.000	8.81e-07	0.33333	1.00e+00
K07813	26.8	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K07821	523.3	9.82e-01	0.9655	1	0.00e+00	0.03448	1.00e+00
K07862	181.5	0.997638	0.995287	1.000	0.00e+00	0.004713	0.999999
K07991	56.8	9.67e-01	0.9392	1	1.26e-07	0.0608	1.00e+00
K08076	374.1	1.00e+00	1	1	0.00e+00	0	1.00e+00
K08093	183.7	0.871324	0.90805	1.000	1.16e-05	0.09195	1.00e+00
K08137	691.4	0.898065	0.81690	1.000	1.26e-07	0.18310	1.00e+00
K08138	557.8	9.69e-01	0.9450	1.000	1.26e-07	0.05505	1.00e+00
K08139	474.6	9.57e-01	0.9167	1.000	0.00e+00	0.0833	1.00e+00
K08156	432.8	9.97e-01	0.9947	1.000	0.00e+00	0.00535	1.00e+00
K08159	283.5	0.980198	0.98835	1.000	2.14e-06	0.0116	1.00e+00
K08174	325.4	9.96e-01	0.99219	1.000	0.00e+00	0.00781	1.00e+00
K08176	390.4	9.60e-01	0.9231	1.000	0.00e+00	0.0769	1.00e+00
K08177	127.4	0.996324	0.99358	1.000	1.26e-07	0.006416	0.999999
K08218	214.2	0.992130	0.984384	1.000	0.00e+00	0.01562	0.999996
K08222	84.1	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K08224	131.6	0.997361	0.99474	1.000	0.00e+00	0.005263	0.999999
K08225	194.4	9.96e-01	0.9912	1.000	0.00e+00	0.00882	1.00e+00
K08227	159.0	9.97e-01	0.99747	1	1.26e-07	0.00253	1.00e+00
K08258	435.8	9.77e-01	0.9552	1	0.00e+00	0.0448	1.00e+00
K08259	201.5	9.85e-01	0.9697	1.000	0.00e+00	0.0303	1.00e+00
K08276	32.1	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K08303	54.5	0.947241	0.996538	1	5.87e-05	0.00346	0.999939
K08315	107.0	0.991071	0.982	1	0.00e+00	0.01770	1.00e+00
K08326	470.4	9.80e-01	0.96	1.000	0.00e+00	0.04	1.00e+00
K08352	560.4	9.82e-01	0.98047	1.000	5.04e-07	0.01953	1.00e+00
K08353	315.4	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K08354	103.5	1.00e+00	1.0000	1	0.00e+00	0.00000	1.00e+00
K08357	260.0	9.94e-01	0.9872	1.000	0.00e+00	0.01282	1.00e+00
K08358	258.9	9.87e-01	0.97458	1.000	0.00e+00	0.02542	1.00e+00
K08359	178.1	9.93e-01	0.98636	1	0.00e+00	0.01364	1.00e+00
K08363	52.1	0.990991	0.98214	1	0.00e+00	0.01786	1.00e+00
K08364	123.6	0.347044	0.27893	1.000	2.00e-05	0.72107	1.00e+00
K08369	339.8	0.965499	0.946492	1.000	3.53e-06	0.053508	0.999983
K08372	392.9	0.92683	0.87692	1.000	1.39e-06	0.12308	0.99999
K08477	559.6	9.91e-01	0.981	1	0.00e+00	0.0185	1.0e+00
K08483	559.0	0.87628	0.915043	1.000	8.07e-05	0.084957	0.999880
K08484	650.0	0.989746	0.9806	1.000	1.26e-07	0.019435	0.999997
K08485	109.3	0.932088	0.95645	1.000	6.93e-06	0.0436	1.00e+00
K08566	431.0	5.43e-01	0.6769	1	6.67e-06	0.3231	1.00e+00
K08586	924.2	1.00e+00	1	1	0.00e+00	0	1.00e+00
K08587	876.3	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08589	697.7	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K08598	44.1	9.95e-01	1.0000	1	1.26e-07	0.0000	1.00e+00
K08599	279.1	9.21e-01	0.8529	1	0.00e+00	0.1471	1.00e+00
K08600	52.2	9.99e-01	1.00000	1	1.26e-07	0.00000	1.00e+00
K08602	78.2	0.999760	1.00000	1	1.26e-07	0.00000	1.000000
K08603	546.6	7.04e-03	1	1	3.55e-05	0	1.00e+00
K08604	479.9	8.57e-01	0.94186	1	5.54e-06	0.05814	1.00e+00
K08605	1202.7	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K08640	221.7	9.05e-01	0.8378	1	1.26e-07	0.1622	1.00e+00
K08641	44.6	0.989057	0.981621	1	5.04e-07	0.018379	0.999997
K08642	111.7	9.61e-01	0.98	1	7.55e-07	0.02	1.00e+00
K08643	1831.2	9.33e-01	0.8750	1	0.00e+00	0.1250	1.00e+00
K08644	655.7	5.71e-01	1.0	1	3.78e-07	0.0	1.00e+00
K08645	1665.6	1.00e+00	1.0	1	0.00e+00	0.0	1.00e+00
K08651	393.0	8.22e-01	0.7184	1	3.78e-07	0.28155	1.0e+00
K08652	1209.1	9.61e-01	0.9245	1	0.00e+00	0.0755	1.00e+00
K08659	91.3	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K08676	228.6	0.996236	0.9925	1.000	0.00e+00	0.0075	1.00e+00
K08677	391.7	9.75e-01	0.95067	1	0.00e+00	0.04933	1.00e+00
K08691	433.7	9.75e-01	0.95722	1.000	1.26e-07	0.04278	1.00e+00
K08692	520.8	9.85e-01	0.9851	1.000	1.26e-07	0.0149	1.00e+00
K08696	181.5	0.878689	0.8645	1	2.01e-06	0.13548	1.00e+00
K08697	106.3	9.93e-01	0.9863	1	0.00e+00	0.0137	1.00e+00
K08698	109.4	9.89e-01	1.0000	1	2.52e-07	0.0000	1.00e+00
K08699	155.6	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K08700	351.1	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08713	97.5	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K08717	80.0	0.998926	1.00000	1	1.26e-07	0.00000	1.00e+00
K08777	649.2	9.61e-01	0.9481	1	2.52e-07	0.0519	1.00e+00
K08902	105.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.0e+00
K08903	88.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08904	137.9	9.88e-01	0.9756	1	0.00e+00	0.0244	1.00e+00
K08906	106.3	9.30e-01	0.88119	1.000	3.78e-07	0.11881	1.00e+00
K08918	673.8	9.33e-01	0.8750	1	0.00e+00	0.1250	1.00e+00
K08919	746.6	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K08920	732.0	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K08921	646.2	8.46e-01	0.7333	1	0.00e+00	0.2667	1.00e+00
K08922	791.7	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K08923	594.9	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K08924	629.4	6.45e-02	1	1	3.65e-06	0	1.00e+00
K08925	667.1	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K08926	58.2	9.66e-01	0.93333	1	0.00e+00	0.06667	1.00e+00
K08927	59.8	9.84e-01	0.96774	1	0.00e+00	0.03226	1.00e+00
K08928	341.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08929	399.6	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08930	60.5	9.66e-01	0.9474	1	1.26e-07	0.0526	1.00e+00
K08939	78.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08940	425.5	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08941	178.7	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K08942	144.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08943	188.6	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08944	555.9	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08945	121.3	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08946	70.9	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08947	194.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08948	158.7	1.00e+00	1.00	1	0.00e+00	0.00	1.00e+00
K08949	151.6	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08950	82.7	1.00e+00	1.0	1	0.00e+00	0.0	1.00e+00
K08951	164.6	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08952	195.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K08953	341.8	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
