functional group	relationtype	taxa	taxa_original	taxalevel	reference
methanogenesis	taxa	Euryarchaeota Methanococci	Euryarchaeota Methanococci	class	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
sulfate_respiration	taxa	Thermodesulfobacteria	Thermodesulfobacteria	class	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_ammonia_oxidation	taxa	Betaproteobacteriales Nitrosomonadaceae	Betaproteobacteriales Nitrosomonadaceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
anoxygenic_photoautotrophy	taxa	Chlorobi Chlorobiaceae	Chlorobi Chlorobiaceae	family	# DOI:10.1016/j.tim.2006.09.001  and  DOI:10.1186/1471-2148-7-71  and  Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
nitrogen_fixation	taxa	Clostridiales Heliobacteriaceae	Clostridiales Heliobacteriaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
sulfur_respiration	taxa	Crenarchaeota Pyrodictiaceae	Crenarchaeota Pyrodictiaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
thiosulfate_respiration	taxa	Crenarchaeota Pyrodictiaceae	Crenarchaeota Pyrodictiaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
sulfur_respiration	taxa	Crenarchaeota Thermofilaceae	Crenarchaeota Thermofilaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
aerobic_chemoheterotrophy	taxa	Cytophagales Flammeovirgaceae	Cytophagales Flammeovirgaceae	family	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
sulfate_respiration	taxa	Deltaproteobacteria Desulfobacteraceae	Deltaproteobacteria Desulfobacteraceae	family	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Deltaproteobacteria and Epsilonproteobacteria
sulfate_respiration	taxa	Desulfarculales Desulfarculaceae	Desulfarculales Desulfarculaceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
sulfate_respiration	taxa	Desulfobacterales Desulfobacteraceae	Desulfobacterales Desulfobacteraceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
sulfate_respiration	taxa	Desulfobacterales Desulfobulbaceae	Desulfobacterales Desulfobulbaceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
sulfate_respiration	taxa	Desulfomicrobiaceae	Desulfomicrobiaceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
sulfate_respiration	taxa	Desulfovibrionales Desulfohalobiaceae	Desulfovibrionales Desulfohalobiaceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
sulfate_respiration	taxa	Desulfovibrionales Desulfonatronaceae	Desulfovibrionales Desulfonatronaceae	family	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Deltaproteobacteria and Epsilonproteobacteria
sulfur_respiration	taxa	Desulfurellales Desulfurellaceae	Desulfurellales Desulfurellaceae	family	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Deltaproteobacteria and Epsilonproteobacteria
anoxygenic_photoautotrophy_S_oxidizing	taxa	Ectothiorhodospirales Ectothiorhodospiraceae	Ectothiorhodospirales Ectothiorhodospiraceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
animal_parasites_or_symbionts	taxa	Entomoplasmatales Entomoplasmataceae	Entomoplasmatales Entomoplasmataceae	family	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
animal_parasites_or_symbionts	taxa	Francisellaceae	Francisellaceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
fermentation	taxa	Halobacteroidaceae	Halobacteroidaceae	family	# DOI:10.1006/anae.1995.1018
hydrogenotrophic_methanogenesis	taxa	Methanobacteriales Methanobacteriaceae	Methanobacteriales Methanobacteriaceae	family	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
methanogenesis_by_CO2_reduction_with_H2	taxa	Methanococcales Methanocaldococcaceae	Methanococcales Methanocaldococcaceae	family	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
methanogenesis_by_CO2_reduction_with_H2	taxa	Methanococcales Methanococcaceae	Methanococcales Methanococcaceae	family	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
methanogenesis_by_CO2_reduction_with_H2	taxa	Methanopyrales Methanopyraceae	Methanopyrales Methanopyraceae	family	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
methanogenesis_by_disproportionation_of_methyl_groups	taxa	Methanosarcinales Methanosarcinaceae	Methanosarcinales Methanosarcinaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1;  Dworkin and Falkow (2006) - The Prokaryotes: Vol. 3: Archaea. Bacteria: Firmicutes, Actinomycetes, chapter 12, ISBN: 9780387254937, DOI:10.1007/0-387-30743-5_12
methanotrophy	taxa	Methylococcaceae	Methylococcaceae	family	# DOI:10.1007/0-387-30745-1_15
methanotrophy	taxa	Methylocystaceae	Methylocystaceae	family	# DOI:10.1007/0-387-30745-1_15
methanol_oxidation	taxa	Methylophilaceae	Methylophilaceae	family	# DOI:10.1128/JB.00404-11
methanotrophy	taxa	Methylosineae	Methylosineae	family	# Goldberg and Rokem (2013) - Biology of Methylotrophs, ISBN: 9781483100418
methanotrophy	taxa	Methylothermaceae	Methylothermaceae	family	# DOI:10.1099/ijs.0.058172-0
aerobic_ammonia_oxidation	taxa	Nitrososphaerales Nitrososphaeraceae	Nitrososphaerales Nitrososphaeraceae	family	# DOI: 10.1099/ijs.0.063172-0
aerobic_chemoheterotrophy	taxa	Oceanospirillaceae	Oceanospirillaceae	family	# DOI:10.1007/0-387-28022-7_8
animal_parasites_or_symbionts	taxa	Pasteurellaceae	Pasteurellaceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
fermentation	taxa	Peptostreptococcaceae	Peptostreptococcaceae	family	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3, The Firmicutes
aerobic_chemoheterotrophy	taxa	Tenericutes Acholeplasmataceae	Tenericutes Acholeplasmataceae	family	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
dark_hydrogen_oxidation	taxa	Thermoproteaceae	Thermoproteaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
nitrate_respiration	taxa	Thermoproteaceae	Thermoproteaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
dark_hydrogen_oxidation	taxa	Thermoproteales Thermoproteaceae	Thermoproteales Thermoproteaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
sulfur_respiration	taxa	Thermoproteales Thermoproteaceae	Thermoproteales Thermoproteaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
sulfur_respiration	taxa	Thermoproteales Thermoproteaceae	Thermoproteales Thermoproteaceae	family	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
aerobic_chemoheterotrophy	taxa	Verrucomicrobiales Verrucomicrobiaceae	Verrucomicrobiales Verrucomicrobiaceae	family	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Vibrionaceae	Vibrionaceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B, Gammaproteobacteria
fermentation	taxa	Vibrionales Vibrionaceae	Vibrionales Vibrionaceae	family	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B, Gammaproteobacteria
aerobic_chemoheterotrophy	taxa	Acanthopleuribacteraceae Acanthopleuribacter	Acanthopleuribacteraceae Acanthopleuribacter	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Acetobacter	Acetobacteraceae Acetobacter	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Acidicaldus	Acetobacteraceae Acidicaldus	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Alphaproteobacteria and Betaproteobacteria
iron_respiration	taxa	Acetobacteraceae Acidicaldus	Acetobacteraceae Acidicaldus	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Alphaproteobacteria and Betaproteobacteria
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Acidiphilium	Acetobacteraceae Acidiphilium	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Acidisphaera	Acetobacteraceae Acidisphaera	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Acidocella	Acetobacteraceae Acidocella	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Acidomonas	Acetobacteraceae Acidomonas	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Craurococcus	Acetobacteraceae Craurococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_reduction	taxa	Acetobacteraceae Craurococcus	Acetobacteraceae Craurococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
photoheterotrophy	taxa	Acetobacteraceae Craurococcus	Acetobacteraceae Craurococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Gluconacetobacter	Acetobacteraceae Gluconacetobacter	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Gluconobacter	Acetobacteraceae Gluconobacter	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
photoheterotrophy	taxa	Acetobacteraceae Paracraurococcus	Acetobacteraceae Paracraurococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
photoheterotrophy	taxa	Acetobacteraceae Rhodopila	Acetobacteraceae Rhodopila	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
photoheterotrophy	taxa	Acetobacteraceae Rhodopila	Acetobacteraceae Rhodopila	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Roseococcus	Acetobacteraceae Roseococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Roseococcus	Acetobacteraceae Roseococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Roseococcus	Acetobacteraceae Roseococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
photoheterotrophy	taxa	Acetobacteraceae Roseococcus	Acetobacteraceae Roseococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
photoheterotrophy	taxa	Acetobacteraceae Roseococcus	Acetobacteraceae Roseococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
photoheterotrophy	taxa	Acetobacteraceae Roseococcus	Acetobacteraceae Roseococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
aerobic_chemoheterotrophy	taxa	Acetobacteraceae Roseomonas	Acetobacteraceae Roseomonas	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
human_pathogens_all	taxa	Acetobacteraceae Roseomonas	Acetobacteraceae Roseomonas	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
ureolysis	taxa	Acetobacteraceae Roseomonas	Acetobacteraceae Roseomonas	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
fermentation	taxa	Acidaminococcaceae Phascolarctobacterium	Acidaminococcaceae Phascolarctobacterium	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
arsenite_oxidation_energy_yielding	taxa	Acidicaldus AO5	Acidicaldus AO5	genus	# DOI:10.1128/AEM.01161-07
methanotrophy	taxa	Methylacidiphilum	Acidimethylosilex	genus	# Schmidt (2012) - Topics in Ecological and Environmental Microbiology, part II, Metabolism and Behavior of Diverse Microbes, ISBN: 9780123838797
dark_iron_oxidation	taxa	Acidimicrobiaceae Ferrimicrobium	Acidimicrobiaceae Ferrimicrobium	genus	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
aerobic_chemoheterotrophy	taxa	Acidobacteria Bryobacter	Acidobacteria Bryobacter	genus	# DOI:10.1099/ijs.0.013250-0
aerobic_chemoheterotrophy	taxa	Acidobacteriaceae Edaphobacter	Acidobacteriaceae Edaphobacter	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Acidobacteriaceae Terriglobus	Acidobacteriaceae Terriglobus	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Acidobacteriales Acidicapsa	Acidobacteriales Acidicapsa	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Other major lineages of Bacteria and the Archaea
aerobic_chemoheterotrophy	taxa	Acidobacteriales Granulicella	Acidobacteriales Granulicella	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Other major lineages of Bacteria and the Archaea
